_id,date,center_name,attendance_count
37280397,2023-11-15,West Penn Community Center,55
37280398,2023-11-15,Warrington Community Center,21
37280399,2023-11-14,Phillips Community Center,51
37280400,2023-11-14,Ammon Community Center,23
37280401,2023-11-14,Arlington Community Center,26
37280402,2023-11-14,Brookline Community Center,30
37280403,2023-11-14,Magee Community Center,43
37280404,2023-11-14,Paulson Community Center,14
37280405,2023-11-14,Warrington Community Center,34
37280406,2023-11-14,West Penn Community Center,124
37280407,2023-11-13,Phillips Community Center,67
37280408,2023-11-13,Arlington Community Center,31
37280409,2023-11-13,Ammon Community Center,27
37280410,2023-11-13,Brookline Community Center,38
37280411,2023-11-13,Magee Community Center,24
37280412,2023-11-13,Jefferson Community Center,49
37280413,2023-11-13,Paulson Community Center,10
37280414,2023-11-13,West Penn Community Center,44
37280415,2023-11-13,Warrington Community Center,22
37280416,2023-11-09,Phillips Community Center,65
37280417,2023-11-09,Ammon Community Center,12
37280418,2023-11-09,Arlington Community Center,5
37280419,2023-11-09,Brookline Community Center,36
37280420,2023-11-09,Magee Community Center,14
37280421,2023-11-09,Paulson Community Center,14
37280422,2023-11-09,Warrington Community Center,16
37280423,2023-11-09,West Penn Community Center,126
37280424,2023-11-08,Phillips Community Center,63
37280425,2023-11-08,Arlington Community Center,83
37280426,2023-11-08,Ammon Community Center,33
37280427,2023-11-08,Brookline Community Center,27
37280428,2023-11-08,Magee Community Center,8
37280429,2023-11-08,Paulson Community Center,18
37280430,2023-11-08,West Penn Community Center,69
37280431,2023-11-08,Warrington Community Center,33
37280432,2023-11-07,Ammon Community Center,30
37280433,2023-11-07,Arlington Community Center,5
37280434,2023-11-07,Magee Community Center,27
37280435,2023-11-07,Paulson Community Center,1
37280436,2023-11-07,Warrington Community Center,1
37280437,2023-11-07,West Penn Community Center,1
37280438,2023-11-06,Phillips Community Center,99
37280439,2023-11-06,Arlington Community Center,8
37280440,2023-11-06,Ammon Community Center,38
37280441,2023-11-06,Brookline Community Center,42
37280442,2023-11-06,Magee Community Center,19
37280443,2023-11-06,Paulson Community Center,16
37280444,2023-11-06,West Penn Community Center,27
37280445,2023-11-06,Warrington Community Center,10
37280446,2023-11-04,Phillips Community Center,73
37280447,2023-11-04,Magee Community Center,3
37280448,2023-11-04,Paulson Community Center,8
37280449,2023-11-04,West Penn Community Center,33
37280450,2023-11-03,Phillips Community Center,76
37280451,2023-11-03,Ammon Community Center,36
37280452,2023-11-03,Arlington Community Center,5
37280453,2023-11-03,Brookline Community Center,24
37280454,2023-11-03,Magee Community Center,18
37280455,2023-11-03,Paulson Community Center,16
37280456,2023-11-03,West Penn Community Center,70
37280457,2023-11-03,Warrington Community Center,10
37280458,2023-11-02,Phillips Community Center,42
37280459,2023-11-02,Arlington Community Center,17
37280460,2023-11-02,Ammon Community Center,24
37280461,2023-11-02,Brookline Community Center,37
37280462,2023-11-02,Magee Community Center,18
37280463,2023-11-02,Paulson Community Center,12
37280464,2023-11-02,Warrington Community Center,18
37280465,2023-11-02,West Penn Community Center,175
37280466,2023-11-01,Phillips Community Center,48
37280467,2023-11-01,Ammon Community Center,23
37280468,2023-11-01,Arlington Community Center,97
37280469,2023-11-01,Brookline Community Center,32
37280470,2023-11-01,Magee Community Center,23
37280471,2023-11-01,Paulson Community Center,11
37280472,2023-11-01,Ormsby Community Center,12
37280473,2023-11-01,West Penn Community Center,50
37280474,2023-11-01,Warrington Community Center,23
37280475,2023-10-31,Phillips Community Center,46
37280476,2023-10-31,Arlington Community Center,22
37280477,2023-10-31,Ammon Community Center,6
37280478,2023-10-31,Brookline Community Center,40
37280479,2023-10-31,Magee Community Center,11
37280480,2023-10-31,Ormsby Community Center,9
37280481,2023-10-31,Paulson Community Center,14
37280482,2023-10-31,Warrington Community Center,19
37280483,2023-10-31,West Penn Community Center,136
37280484,2023-10-30,Phillips Community Center,57
37280485,2023-10-30,Ammon Community Center,29
37280486,2023-10-30,Arlington Community Center,36
37280487,2023-10-30,Brookline Community Center,41
37280488,2023-10-30,Magee Community Center,15
37280489,2023-10-30,Paulson Community Center,14
37280490,2023-10-30,Ormsby Community Center,8
37280491,2023-10-30,West Penn Community Center,60
37280492,2023-10-30,Warrington Community Center,17
37280493,2023-10-29,Arlington Community Center,13
37280494,2023-10-28,Phillips Community Center,3
37280495,2023-10-28,Arlington Community Center,85
37280496,2023-10-28,Ammon Community Center,1
37280497,2023-10-28,Brookline Community Center,4
37280498,2023-10-28,Magee Community Center,5
37280499,2023-10-28,Ormsby Community Center,3
37280500,2023-10-28,Paulson Community Center,10
37280501,2023-10-28,West Penn Community Center,81
37280502,2023-10-27,Phillips Community Center,52
37280503,2023-10-27,Ammon Community Center,99
37280504,2023-10-27,Brookline Community Center,22
37280505,2023-10-27,Magee Community Center,14
37280506,2023-10-27,Paulson Community Center,19
37280507,2023-10-27,Ormsby Community Center,9
37280508,2023-10-27,West Penn Community Center,75
37280509,2023-10-27,Warrington Community Center,36
37280510,2023-10-26,Phillips Community Center,41
37280511,2023-10-26,Ammon Community Center,62
37280512,2023-10-26,Arlington Community Center,6
37280513,2023-10-26,Brookline Community Center,38
37280514,2023-10-26,Magee Community Center,30
37280515,2023-10-26,Ormsby Community Center,16
37280516,2023-10-26,Paulson Community Center,9
37280517,2023-10-26,Warrington Community Center,24
37280518,2023-10-26,West Penn Community Center,133
37280519,2023-10-25,Phillips Community Center,83
37280520,2023-10-25,Arlington Community Center,79
37280521,2023-10-25,Ammon Community Center,94
37280522,2023-10-25,Brookline Community Center,23
37280523,2023-10-25,Magee Community Center,33
37280524,2023-10-25,Paulson Community Center,9
37280525,2023-10-25,Ormsby Community Center,7
37280526,2023-10-25,West Penn Community Center,44
37280527,2023-10-25,Warrington Community Center,28
37280528,2023-10-24,Phillips Community Center,67
37280529,2023-10-24,Ammon Community Center,107
37280530,2023-10-24,Arlington Community Center,11
37280531,2023-10-24,Brookline Community Center,41
37280532,2023-10-24,Magee Community Center,21
37280533,2023-10-24,Ormsby Community Center,11
37280534,2023-10-24,Paulson Community Center,17
37280535,2023-10-24,Warrington Community Center,25
37280536,2023-10-24,West Penn Community Center,103
37280537,2023-10-23,Phillips Community Center,66
37280538,2023-10-23,Arlington Community Center,22
37280539,2023-10-23,Ammon Community Center,30
37280540,2023-10-23,Brookline Community Center,47
37280541,2023-10-23,Magee Community Center,40
37280542,2023-10-23,Paulson Community Center,12
37280543,2023-10-23,Ormsby Community Center,12
37280544,2023-10-23,West Penn Community Center,43
37280545,2023-10-23,Warrington Community Center,15
37280546,2023-10-22,Arlington Community Center,1
37280547,2023-10-21,Phillips Community Center,4
37280548,2023-10-21,Arlington Community Center,14
37280549,2023-10-21,Magee Community Center,3
37280550,2023-10-21,Ormsby Community Center,5
37280551,2023-10-21,Paulson Community Center,13
37280552,2023-10-21,West Penn Community Center,28
37280553,2023-10-20,Phillips Community Center,68
37280554,2023-10-20,Arlington Community Center,15
37280555,2023-10-20,Ammon Community Center,4
37280556,2023-10-20,Brookline Community Center,24
37280557,2023-10-20,Magee Community Center,31
37280558,2023-10-20,Paulson Community Center,17
37280559,2023-10-20,Ormsby Community Center,9
37280560,2023-10-20,West Penn Community Center,28
37280561,2023-10-20,Warrington Community Center,9
37280562,2023-10-19,Phillips Community Center,43
37280563,2023-10-19,Ammon Community Center,15
37280564,2023-10-19,Arlington Community Center,14
37280565,2023-10-19,Brookline Community Center,24
37280566,2023-10-19,Magee Community Center,24
37280567,2023-10-19,Ormsby Community Center,16
37280568,2023-10-19,Paulson Community Center,19
37280569,2023-10-19,Warrington Community Center,32
37280570,2023-10-19,West Penn Community Center,137
37280571,2023-10-18,Phillips Community Center,50
37280572,2023-10-18,Arlington Community Center,74
37280573,2023-10-18,Ammon Community Center,29
37280574,2023-10-18,Brookline Community Center,26
37280575,2023-10-18,Magee Community Center,24
37280576,2023-10-18,Paulson Community Center,13
37280577,2023-10-18,Ormsby Community Center,12
37280578,2023-10-18,West Penn Community Center,14
37280579,2023-10-18,Warrington Community Center,25
37280580,2023-10-17,Phillips Community Center,53
37280581,2023-10-17,Ammon Community Center,16
37280582,2023-10-17,Arlington Community Center,19
37280583,2023-10-17,Brookline Community Center,26
37280584,2023-10-17,Magee Community Center,37
37280585,2023-10-17,Ormsby Community Center,12
37280586,2023-10-17,Paulson Community Center,8
37280587,2023-10-17,Warrington Community Center,37
37280588,2023-10-17,West Penn Community Center,126
37280589,2023-10-16,Phillips Community Center,57
37280590,2023-10-16,Arlington Community Center,22
37280591,2023-10-16,Ammon Community Center,29
37280592,2023-10-16,Brookline Community Center,41
37280593,2023-10-16,Magee Community Center,25
37280594,2023-10-16,Paulson Community Center,18
37280595,2023-10-16,Ormsby Community Center,24
37280596,2023-10-16,West Penn Community Center,35
37280597,2023-10-16,Warrington Community Center,11
37280598,2023-10-14,Phillips Community Center,3
37280599,2023-10-14,Arlington Community Center,80
37280600,2023-10-14,Brookline Community Center,1
37280601,2023-10-14,Magee Community Center,5
37280602,2023-10-14,West Penn Community Center,21
37280603,2023-10-13,Phillips Community Center,39
37280604,2023-10-13,Arlington Community Center,27
37280605,2023-10-13,Ammon Community Center,11
37280606,2023-10-13,Brookline Community Center,33
37280607,2023-10-13,Magee Community Center,26
37280608,2023-10-13,Ormsby Community Center,5
37280609,2023-10-13,Paulson Community Center,13
37280610,2023-10-13,West Penn Community Center,199
37280611,2023-10-13,Warrington Community Center,21
37280612,2023-10-12,Phillips Community Center,32
37280613,2023-10-12,Ammon Community Center,38
37280614,2023-10-12,Arlington Community Center,21
37280615,2023-10-12,Brookline Community Center,35
37280616,2023-10-12,Magee Community Center,37
37280617,2023-10-12,Paulson Community Center,18
37280618,2023-10-12,Ormsby Community Center,21
37280619,2023-10-12,Warrington Community Center,27
37280620,2023-10-12,West Penn Community Center,16
37280621,2023-10-11,Phillips Community Center,49
37280622,2023-10-11,Arlington Community Center,89
37280623,2023-10-11,Ammon Community Center,28
37280624,2023-10-11,Brookline Community Center,37
37280625,2023-10-11,Magee Community Center,20
37280626,2023-10-11,Ormsby Community Center,5
37280627,2023-10-11,Paulson Community Center,14
37280628,2023-10-11,West Penn Community Center,39
37280629,2023-10-11,Warrington Community Center,33
37280630,2023-10-10,Phillips Community Center,56
37280631,2023-10-10,Ammon Community Center,32
37280632,2023-10-10,Arlington Community Center,6
37280633,2023-10-10,Brookline Community Center,27
37280634,2023-10-10,Magee Community Center,29
37280635,2023-10-10,Paulson Community Center,16
37280636,2023-10-10,Ormsby Community Center,5
37280637,2023-10-10,Warrington Community Center,17
37280638,2023-10-10,West Penn Community Center,134
37280639,2023-10-09,Phillips Community Center,38
37280640,2023-10-09,Arlington Community Center,30
37280641,2023-10-09,Ammon Community Center,20
37280642,2023-10-09,Brookline Community Center,32
37280643,2023-10-09,Magee Community Center,42
37280644,2023-10-09,Ormsby Community Center,16
37280645,2023-10-09,Paulson Community Center,11
37280646,2023-10-09,West Penn Community Center,32
37280647,2023-10-09,Warrington Community Center,16
37280648,2023-10-07,Phillips Community Center,79
37280649,2023-10-07,Arlington Community Center,94
37280650,2023-10-07,Brookline Community Center,3
37280651,2023-10-07,Magee Community Center,5
37280652,2023-10-07,Paulson Community Center,7
37280653,2023-10-07,Ormsby Community Center,1
37280654,2023-10-07,West Penn Community Center,34
37280655,2023-10-06,Phillips Community Center,31
37280656,2023-10-06,Arlington Community Center,14
37280657,2023-10-06,Ammon Community Center,18
37280658,2023-10-06,Brookline Community Center,28
37280659,2023-10-06,Magee Community Center,37
37280660,2023-10-06,Ormsby Community Center,12
37280661,2023-10-06,Paulson Community Center,10
37280662,2023-10-06,West Penn Community Center,38
37280663,2023-10-06,Warrington Community Center,23
37280664,2023-10-05,Phillips Community Center,29
37280665,2023-10-05,Ammon Community Center,39
37280666,2023-10-05,Arlington Community Center,11
37280667,2023-10-05,Brookline Community Center,41
37280668,2023-10-05,Magee Community Center,29
37280669,2023-10-05,Paulson Community Center,14
37280670,2023-10-05,Ormsby Community Center,8
37280671,2023-10-05,Warrington Community Center,24
37280672,2023-10-05,West Penn Community Center,126
37280673,2023-10-04,Phillips Community Center,64
37280674,2023-10-04,Arlington Community Center,53
37280675,2023-10-04,Ammon Community Center,29
37280676,2023-10-04,Brookline Community Center,27
37280677,2023-10-04,Magee Community Center,39
37280678,2023-10-04,Jefferson Community Center,1
37280679,2023-10-04,Ormsby Community Center,10
37280680,2023-10-04,Paulson Community Center,18
37280681,2023-10-04,West Penn Community Center,31
37280682,2023-10-04,Warrington Community Center,31
37280683,2023-10-03,Phillips Community Center,54
37280684,2023-10-03,Ammon Community Center,53
